URL,ASIN,Title,Brand,Fulfillment,Category,BSR,Subcategory,Price,Price Trend (90 days) (%),Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Last Year Sales,Sales Year Over Year (%),Size Tier,Length,Width,Height,Weight,Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images,Variation Count,Sales to Reviews,profit_margin,Reviews,Solving need,Recurring,price_range,Competition,packaging_size,Seasonal,customer_pricing,Cross Selling,Fragile,Inventory time
https://amazon.in/dp/B0CCPM48NH,B0CCPM48NH,"SNUGKINS Unisex Baby Unisex Baby Snug Potty Training Pull-Up Pants For Babies/Toddlers/Kids|100% Pure Cotton|Washable & Reusable|(Size 1, Fits 1-2 Years)|Pack Of 2 - Water Melon & Whale",SNUGKINS,FBA,Baby,758,Diaper Pants,498.0,,128,49.0,63744.0,193,3.2,Snugkins,2,,,Standard Size,2.64,3.39,6.89,0.33,,,07/01/2024,11,6,102,0.68,498.0,188.23529411764704,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CL79VL8B,B0CL79VL8B,"SNUGKINS Snug Potty Training Pants Babies/Toddlers/Kids (Size 4, 4-5 Years) - Pack of 2",SNUGKINS,FBA,Baby,738,Diaper Pants,498.0,,128,49.0,63744.0,193,3.2,Snugkins,2,,,Standard Size,1.22,9.49,9.65,0.33,,,07/01/2024,-,4,102,0.68,498.0,188.23529411764704,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08C4LZ476,B08C4LZ476,"Koochie-Koo Cotton Hosiery Washable Reusable Nappy, Diaper, Langot, Extra Absorbent With Wide Cushion/Padding, For Baby (Multicolor, 4-8 Months-M), 6 Count",Koochie-Koo,FBA,Baby,838,Cloth Diapers,489.0,1.0,133,-13.0,66367.0,304,4.0,wishkey,1,1371.0,21.0,Standard Size,2.52,7.83,8.82,0.42,,,06/01/2024,46,6,4,0.45,499.0,295.55555555555554,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B081NC8629,B081NC8629,"Bambo Nature Premium Baby Diapers - Medium Size, 28 Count, for Infant Baby - Super Absorbent, Eco-Friendly and with a Wetness Indicator",Bambo Nature,FBA,Baby,776,Diaper Pants,999.0,-1.0,182,-4.0,181818.0,424,4.3,ATB Brands,1,3084.0,17.0,Standard Size,4.53,8.5,9.84,1.64,,,12/01/2022,50,7,8,0.43,999.0,423.25581395348837,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08KGRRNFL,B08KGRRNFL,"SuperBottoms BASIC Pack of 3 Reusable Cloth Diaper for babies 0-3 Years | Freesize Adjustable, Reusable Cloth Diaper | Outer Shell only | (WITHOUT dry feel pad/soaker/insert) | Print may vary",superbottoms,FBA,Baby,819,Cloth Diapers,597.0,26.0,167,44.0,105043.0,430,3.4,Navashya Consumer Products Private Limited,1,1355.0,-35.0,Standard Size,3.19,6.93,7.05,0.55,,,09/01/2022,45,1,0,0.39,629.0,428.2051282051282,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B085S24XK8,B085S24XK8,"MOM CARE Mustard Seeds Pillow for NewBorn Baby-Round Head Shaping Baby Pillow, Neck Support Pillow,Gifting 0-12 Months, Infant, kids White and orange",MOM CARE,FBA,Baby,708,Back & Body Supports,458.0,3.0,142,-43.0,70858.0,226,4.3,MOM CARE,1,2320.0,-9.0,Standard Size,2.09,9.29,12.68,1.61,,,09/01/2022,52,7,8,0.64,499.0,221.875,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B07G4WZZN2,B07G4WZZN2,MOM'S HOME Pure Organic Cotton 6 layer Muslin Blanket for Baby | Ultra-Soft Swaddling Towel for Newborns and Toddlers |100 x100 cm | 0-3 Years (Mix Design),MOM'S HOME,FBA,Baby,670,Blankets,727.0,1.0,125,-41.0,99875.0,208,4.1,MOMSHOME PRIVATE LIMITED,2,1424.0,145.0,Standard Size,1.61,9.37,9.61,0.64,,,05/01/2024,71,7,8,0.6,799.0,208.33333333333334,True,True,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B07X1T371Y,B07X1T371Y,Homescape New born Baby Blanket All Season Ultra Soft 2 Layer Blankets for Baby boys and baby girls (90x110cm) Beige_0-3 years,Homescape,FBA,Baby,1446,Blankets,375.0,,102,60.0,38250.0,226,4.2,HomeScape,2,1382.0,-14.0,Standard Size,7.09,6.69,2.36,0.82,,,10/01/2022,57,6,7,0.45,375.0,226.66666666666666,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08ZSY33J1,B08ZSY33J1,"First Kick Fleece Sleeping Bag New Born Combo Pack of Super Soft Baby Wrapper Cum Baby Blanket For Baby Boys, Baby Girls, Babies (76Cm X 70Cm, 0-6 Months) Lightweight, Multi",First Kick,FBA,Baby,1182,Blankets,349.0,-1.0,115,77.0,33810.0,301,4.0,Brandonn,1,1639.0,62.0,Standard Size,3.03,9.49,11.85,0.53,,,10/01/2023,36,5,10,0.39,294.0,294.87179487179486,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09GNZ1MPB,B09GNZ1MPB,"SNOWIE SOFT® Sleeved Bib Baby Bib with Pocket, Toddler Bib, Smock, Washable and Lightweight Waterproof Fabric, Fits Bibs for Baby 6 Months+",SNOWIE SOFT,FBA,Baby,608,Feeding Bibs,435.0,2.0,173,-4.0,80272.0,414,4.2,Climber Up,1,,,Standard Size,0.87,8.82,11.1,0.2,,,05/01/2024,33,7,15,0.42,464.0,411.9047619047619,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B07GQTLJX4,B07GQTLJX4,"Mom & World Mineral Based Baby Sunscreen Lotion, Spf 50 Pa+++, Uva/Uvb Protection, Water Resistance, 120 ml",MOM & WORLD,FBA,Baby,797,Sunscreen,331.0,-1.0,127,-54.0,42037.0,366,4.0,Emmbros Overseas,1,1302.0,51.0,Standard Size,1.69,1.85,6.65,0.35,,,05/01/2024,69,7,6,0.35,331.0,362.8571428571429,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09794FZ5L,B09794FZ5L,"KidDough Baby Proofing Premium Child Safety Lock | for Refrigerator, Cabinets, Drawers, Fridge, Cupboard, Wardrobe, Door | Baby Safety (Pack of 4,White)",KidDough,FBA,Baby,1065,Edge & Corner Guards,474.0,-2.0,144,20.0,68256.0,329,3.5,KidDough,1,1385.0,-60.0,Standard Size,1.02,5.98,9.02,0.31,,,05/01/2023,35,7,0,0.44,474.0,327.27272727272725,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09G9LVWHC,B09G9LVWHC,"Pigeon Disposable Breast Pads,Comfy Feel,2X Softer,Gentle on Skin,Stay Dry All Day,Aloe Vera Extract,Dermatologically Test,Leak Proof Coverage,White,96 pcs",Pigeon,FBA,Baby,1120,Breast Pumps,955.0,20.0,154,-13.0,147070.0,220,4.2,Iqoniqo Consumer Products Private Limited,3,1545.0,831.0,Standard Size,5.24,8.19,9.33,1.08,,,05/01/2024,33,4,6,0.7,955.0,220.0,True,True,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08ZSXQ5TW,B08ZSXQ5TW,"First Kick Fleece Sleeping Bag New Born Combo Pack of Super Soft Baby Wrapper Cum Baby Blanket For Baby Boys, Baby Girls, Babies (76Cm X 70Cm, 0-6 Months) Lightweight, Multicolor",First Kick,FBA,Baby,1281,Blankets,349.0,-3.0,116,84.0,34104.0,301,4.0,Brandonn,1,1640.0,63.0,Standard Size,2.87,9.61,12.05,0.53,,,10/01/2023,40,5,10,0.39,294.0,297.4358974358974,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B093W7QFS2,B093W7QFS2,Shopoflux® Swing for Kids | Baby Swing hanging Indoor Outdoor | Kids Swing | Jhula for Baby | Baby Garden Swing | Jhula for Kids | (6 Months to 3 Years) (Up to 25 kg) (Purple),SHOPOFLUX,FBA,Baby,636,Swings,854.0,2.0,163,4.0,139202.0,184,4.4,Shopoflux,1,2049.0,0.0,Standard Size,3.94,12.52,12.91,2.14,,,06/01/2023,38,6,6,0.89,854.0,183.14606741573033,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08WRR5XXP,B08WRR5XXP,Shopoflux® Swing for Kids | Baby Swing hanging Indoor Outdoor | Kids Swing | Jhula for Baby | Baby Garden Swing | Jhula for Kids | (6 Months to 3 Years) (Up to 25 kg) (Brown),SHOPOFLUX,FBA,Baby,610,Swings,854.0,3.0,160,0.0,143840.0,328,4.4,Shopoflux,1,2041.0,0.0,Standard Size,3.62,13.89,15.04,2.31,,,06/01/2023,41,6,6,0.49,899.0,326.53061224489795,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B097JPGKVT,B097JPGKVT,"Rabitat Steel Play Stainless Steel Sipper - Totally Adorable, School Bottle | Picnic Bottle | Sipper Bottle | Leak Proof | Bpa Free | Food Grade | Easy To Carry - 410 Ml",rabitat,FBA,Baby,769,Bottles,899.0,-24.0,119,70.0,118881.0,237,3.7,Cloud Brands,1,826.0,,Standard Size,3.35,3.39,8.11,0.57,,,04/01/2023,37,8,6,0.5,999.0,238.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09X76X34M,B09X76X34M,"BRANDONN New Born and toddler Kids Blanket All Season Fluffy 2 Layered AC Wrapping Sheet Coral and Sherpa Blanket for Baby Boys and Baby Girls, Toddlers 130 cm x 105 cm, (3-24 Months)",BRANDONN,FBA,Baby,442,Blankets,580.0,-3.0,222,69.0,135642.0,274,4.4,Brandonn,1,2568.0,-4.0,Standard Size,5.04,8.5,11.5,1.17,,,12/01/2022,27,3,12,0.81,611.0,274.0740740740741,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09QYK7KFL,B09QYK7KFL,"TIDY SLEEP Baby Blankets 6 Layer Wraper 100% Cotton Stroller Cover Receiving Blankets, Blue (100 Cm X 90 Cm), Breathable",TIDY SLEEP,FBM,Baby,689,Blankets,605.0,-12.0,181,39.0,109505.0,222,4.5,TIDY SLEEP,2,1725.0,,Standard Size,2.32,7.64,10.87,0.99,,,07/01/2024,29,6,0,0.83,605.0,218.0722891566265,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B4B1SRX6,B0B4B1SRX6,"BONIRY Baby Nail Trimmer,Baby Nail Clippers Safe for Newborn Toddler Adult Toes Fingernails Care Trim Kit 6 Grinding Heads,Baby Grooming kit for Baby Care kit for New Born, (N-T Green),Pack of 1",Boniry,FBA,Baby,1005,Nail Care,359.0,2.0,108,-13.0,38772.0,467,3.6,Boniry Store,1,1760.0,,Standard Size,2.05,3.46,6.14,0.37,,,11/01/2022,25,9,11,0.23,359.0,469.5652173913043,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B098R18STW,B098R18STW,"First Kick Baby Bath Cotton Towels New Born Combo Pack Of Hooded Soft Wrapping Towel Pack Of 2(70 Cm X 66 Cm) Set Of 3 Pieces, Pink",First Kick,FBA,Baby,1422,Bath Towels & Wash Cloths,409.0,2.0,100,7.0,45000.0,371,3.9,Brandonn,1,1060.0,-2.0,Standard Size,3.66,10.2,10.28,1.17,,,08/01/2022,35,7,8,0.27,450.0,370.3703703703703,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BS3QQ5PV,B0BS3QQ5PV,"JoyRide Poppy Round Kids Walker with Foldable, Cushion Seat | Activity Walker for Baby with Musical Toy Bar | Walker Baby 6-18 Months Boys Girls Blue Pink",JoyRide,FBM,Baby,1328,Walkers,999.0,,102,0.0,101898.0,419,3.5,GUJARAT SALES,1,1350.0,,Standard Size,7.87,7.87,11.81,2.2,,,05/01/2023,18,4,3,0.25,999.0,408.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BR5VJWVL,B0BR5VJWVL,"VENUSIA Dr Reddy'S Baby Intensive Moisturizing Cream | For Dry And Ultra Dry Skin | Paraben Free,Sulphate Free,Phalate Free | Contains Cocoa, Aloe, Mango & Shea Butters | 75 Gm X Pack Of 4",VENUSIA,FBA,Baby,770,Lotions,908.0,-5.0,123,-12.0,119064.0,158,4.5,Buy  More,1,1470.0,,Standard Size,3.94,3.94,5.91,0.66,,,02/01/2024,5,7,8,0.79,968.0,155.69620253164555,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CGNM9731,B0CGNM9731,"IMNISHNAY Home Decor Bonsai Tree Lights with 108 LED, Night Lights for Baby Room Decor, Tabletop Artificial Tree Lights, Ideal for Gift Home Decor,Weddings, Christmas, Holidays, and More (Warm White)",IMNISHNAY,FBA,Baby,889,Table Lamps,664.0,-5.0,151,22.0,105398.0,273,4.0,AISHA IMPEX,3,,,Standard Size,1.54,6.81,13.03,0.64,,,12/01/2023,10,8,33,0.57,698.0,264.9122807017544,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BR5JHN1D,B0BR5JHN1D,"Bumtum Cotton Baby Dry Sheet Waterproof Soft Fleece Baby Bed Protector|Anti-Bacterial&Odour Free|Extra Absorbant, Reuseable&Washable (Aqua Blue, Medium Size, 100 * 70Cm, Pack of 3)",Bumtum,FBA,Baby,2658,Bassinet & Cradle Mattress Protection,549.0,-13.0,114,-9.0,62586.0,128,3.9,RK World Infocom Pvt Ltd,1,,,Standard Size,5.24,8.07,11.02,1.41,,,04/01/2024,6,8,27,0.91,549.0,125.27472527472527,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C58L7YJH,B0C58L7YJH,"Honey Bunny Everyday Baby Diapers Pants | Medium (M), 72 Count, 7-12 kg | Silky Soft on Skin, Bubble Layer | 12 Hours Protection Baby Diaper",Honey Bunny,FBA,Baby,410,Diaper Pants,605.0,55.0,181,-43.0,140818.0,288,4.0,Vihana Health Care LLP..,1,1985.0,,Standard Size,7.52,10.87,16.3,4.17,,,05/01/2024,6,6,27,0.64,778.0,282.8125,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C73WQ6PG,B0C73WQ6PG,"SNOWIE SOFT® Ear Muffs for Kids Baby Ear Protection Noise Canceling Headphones for Baby Sleep Flight Travel, Baby Hearing Protection Earmuffs for Baby Toddler Kids 0-3 (Purple)",SNOWIE SOFT,FBA,Baby,854,Hearing Protection Earmuffs,683.0,5.0,143,13.0,106964.0,225,3.8,Xspace Offer,2,1993.0,,Standard Size,2.91,5.91,6.38,0.37,,,11/01/2023,11,7,4,0.64,748.0,223.4375,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C33ZZ5FP,B0C33ZZ5FP,"Nat Habit 100% Pure Almond Baby Oil For Baby Skin & Hair, Enriched With Vit E & Omega-3, 6 Non-Refined, LLP Free, Chemical & Preservative Free - 100 ml",Nat Habit,FBA,Baby,269,Oils,469.0,4.0,279,5.0,130851.0,354,4.4,RK World Infocom Pvt Ltd,1,2512.0,,Standard Size,4.33,4.33,4.33,0.26,,,07/01/2024,12,6,10,0.79,469.0,353.1645569620253,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BZSK8PDY,B0BZSK8PDY,"Cherilo C Shaped Elevated Wedge Baby Pillows for New Born, Pillow for Kids, Crib & Mattress, Prevents Acid Reflux, Colic, GERD, Heat Burn & Vomiting, 15"" x 12"" x 3"" - with Cover - Star Design - Blue",Cherilo,FBA,Baby,761,Back & Body Supports,899.0,1.0,153,7.0,137547.0,223,4.1,MY ARMOR,1,1654.0,,Standard Size,3.39,12.13,15.43,0.53,,,07/01/2024,15,8,28,0.69,899.0,221.73913043478262,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C9X1R8L7,B0C9X1R8L7,Eddie & Holly Steel Feeding Bottles | 400 ml | Steel Milk Bottle for Baby and Kids | Wide Neck | Safe & Non-Toxic | 12+ Months | 400 ml,Eddie & Holly,FBA,Baby,1271,Bottles,749.0,15.0,132,0.0,98868.0,205,3.6,Eddie & Holly,1,1645.0,,Standard Size,2.8,2.83,8.66,0.44,,,08/01/2023,12,8,10,0.65,749.0,203.07692307692307,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B3JT44H4,B0B3JT44H4,"BRANDONN New Born Baby Blankets All Season Fluffy 2 Layered AC Wrapping Sheet Flannel and Sherpa Blanket for Baby Boys and Baby Girls, Toddlers 130 cm x 105 cm, (3-24 Months) (Lightweight)",BRANDONN,FBA,Baby,453,Blankets,580.0,-3.0,218,65.0,133198.0,158,4.4,Brandonn,1,2575.0,-3.0,Standard Size,5.67,9.13,13.03,1.23,,,11/01/2023,25,6,12,1.37,611.0,159.12408759124085,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BBSMX5Q3,B0BBSMX5Q3,Momittle - Baby Two Wheeler Safety Belt for Kids | Baby Safety Products | Baby Holder for Bike | 2 Wheeler Safety Belt for Kids | Secure Your Children While Riding | Double Buckles for Extra Safety,MOMITTLE,FBA,Baby,746,Safety Harnesses,669.0,-1.0,145,118.0,97005.0,112,4.3,Swasti Enterprises 22,1,885.0,,Standard Size,2.6,7.68,11.18,0.46,,,07/01/2024,23,8,19,1.37,669.0,105.83941605839415,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BC977D6R,B0BC977D6R,SNOWIE SOFT® Noise Cancellation Ear Muffs for Kids Use Noise-cancelling Ear Muffs for Baby Toddler Ear Muffs for Noise Reduction Baby Ear Muffs for 0-3 Years Old On Flight Sleep Travel (Pink),SNOWIE SOFT,FBA,Baby,834,Hearing Protection Earmuffs,712.0,2.0,143,18.0,120835.0,225,3.8,Xspace Offer,2,1994.0,,Standard Size,2.95,6.61,7.95,0.35,,,11/01/2023,22,7,4,0.64,845.0,223.4375,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BCWYTQGS,B0BCWYTQGS,Organic Cotton Muslin Pack of 2 Baby Bath Towel 120 cm X 120 cm_Tri Plus,Mahaveer Cotton,FBA,Baby,438,Bath Towels & Wash Cloths,499.0,,231,-8.0,115269.0,194,4.4,Mahaveer-Cotton,1,2392.0,,Standard Size,2.91,6.34,8.62,0.82,,,05/01/2024,23,9,28,1.19,499.0,194.11764705882354,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B88RW4XK,B0B88RW4XK,"superbottoms Rai Mustard Seed Head Shaping Pillow for Newborn, Refillable Pillow 100% Cotton Cover, Customize Mustard Seed Filling Prevents Flat Head |0-12Months, Twinkle Stars, Pack of 1 for Gifting",superbottoms,FBA,Baby,937,Back & Body Supports,435.0,-2.0,155,52.0,67425.0,135,3.9,VRS FASHIONS Pvt ltd,2,1943.0,-4.0,Standard Size,1.69,7.2,9.57,1.23,,,09/01/2023,24,7,11,1.15,435.0,134.7826086956522,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B34TM7V5,B0B34TM7V5,"TEDDYIFY Soft Cotton Baby Bath Towel for Infants, New Born Babies and Toddlers, Premium Soft Cotton/Easy to Wash (Colours and Print As Per Availability) (Pack of 3 Towel) Multicolors",TEDDYIFY,FBA,Baby,958,Bath Towels & Wash Cloths,499.0,,141,4.0,70359.0,498,3.9,Teddyify,1,1809.0,-2.0,Standard Size,2.32,8.9,10.24,0.86,,,08/01/2022,25,9,6,0.29,499.0,486.2068965517242,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B3VLR8RR,B0B3VLR8RR,"Cherilo Baby Dry Sheet for New Born Waterproof Bedsheet, 3 Small Size Pack (Pink + Salmon Rose + Sky Blue)",Cherilo,FBA,Baby,1012,Crib Sheets,324.0,-3.0,144,23.0,47520.0,205,4.5,RK World Infocom Pvt Ltd,2,988.0,49.0,Standard Size,2.76,8.07,16.34,0.68,,,07/01/2024,25,8,15,0.72,330.0,200.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09VYXSHFD,B09VYXSHFD,Aro Kleen Incofit Baby Disposable Underpad|Changing Pads|Baby Waterproof Pads|Waterproof|Breathable Underpads|Bed Protector With 100% Water Proof Non Slip Back Sheet-60x45 Cm-Pack Of 1 (20 Counts),Aro Kleen,FBA,Baby,476,Disposable Pad Liners,378.0,,239,5.0,95361.0,448,4.4,Paramount Surgimed,1,2670.0,31.0,Standard Size,6.18,8.31,11.85,1.7,,,05/01/2024,28,5,0,0.54,399.0,442.59259259259255,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BVMNS3RX,B0BVMNS3RX,"RB Point Stainless Steel Baby Feeding Milk Bottle, Milk Feeding, Water Feeding (Pack of 1, 240 ml.)",RB POINT,FBM,Baby,1402,Bottles,319.0,-6.0,101,-48.0,32219.0,235,3.9,Berlin's Pet Accessories ®,1,1702.0,,Standard Size,1.4,2.6,6.9,0.26,,,11/01/2023,16,6,0,0.43,319.0,234.88372093023256,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BZSJHX7P,B0BZSJHX7P,"Cherilo Foam C Shaped Elevated Wedge Pillow for Baby Crib&Mattress,Elevate Baby to Prevent Acid Reflux,Colic,Gerd,Heat Burn&Vomiting,15""X12""X3"" - with Removable Cover - Triangle Design - White",Cherilo,FBA,Baby,761,Back & Body Supports,832.0,,152,8.0,126616.0,223,4.1,RK World Infocom Pvt Ltd,2,1647.0,,Standard Size,3.98,12.8,15.51,0.62,,,07/01/2024,14,9,28,0.68,833.0,223.52941176470586,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BVR5135T,B0BVR5135T,"Combo pack Aveeno Baby Daily Moisture Lotion (227g) + Wash and Shampoo (100ml) | With natural oat extract | Hypoallergenic, pediatrician recommended | Cleanses, nourishes, soothes & protects baby's sensitive skin",Aveeno Baby,FBA,Baby,601,Baby Shampoos,948.0,5.0,187,18.0,181390.0,119,4.3,RK World Infocom Pvt Ltd,5,1171.0,,Standard Size,2.24,5.24,8.46,0.93,,,07/01/2024,15,6,0,1.63,970.0,114.72392638036811,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BWWHY338,B0BWWHY338,"GLOWSERIES Kitty Night Lamp for Kids, Cat Night Lamp, 7 Color Cute Silicone Lamp, Room Decor, USB Rechargeable, Cute Silicone Cat lamp LED Multicolor Gifts for Baby, Children, Teen Girls",GLOWSERIES,FBM,Baby,489,Baby Room Décor,899.0,29.0,202,46.0,181598.0,145,4.5,zilloquil,2,1983.0,,Standard Size,5.04,5.08,6.22,0.64,,,12/01/2023,17,9,19,1.39,899.0,145.32374100719426,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BTSRWLXR,B0BTSRWLXR,"BAYBEE Cotton Baby Modern Bedding Set For New Born Baby Bed Mattress With Zip Mosquito Net Neck Pillow&2 Bolsters Sleeping Nest Travel Bed ,Infant Toddler Bed Set Gifts For Baby Boy Girl 0-6 M",BAYBEE,FBA,Baby,888,Baby Nests,689.0,21.0,142,-16.0,99258.0,371,4.2,GALAXY INCORPORATION,1,1892.0,,Standard Size,15.75,7.87,3.94,1.76,,,11/01/2023,17,8,9,0.39,699.0,364.1025641025641,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BXBBG14B,B0BXBBG14B,"tekme Remote Teether for Baby, for 3+ Months Baby, Helps Biting Skills Development, Teething Toys for Babies and Toddlers (Blue)",tekme,FBA,Baby,260,Teethers,427.0,2.0,296,28.0,126392.0,497,4.0,tekme®,1,4043.0,,Standard Size,0.51,5.35,6.89,0.11,,,07/01/2023,15,6,5,0.6,427.0,493.33333333333337,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BXHJ31TC,B0BXHJ31TC,"tekme Penguin Teether For Toddler, Never Drop Silicone Chewing Teethers Toy For Speech Therapy, Baby Chewing Toys For Teething Gums (Blue)",tekme,FBA,Baby,1616,Teethers,399.0,-10.0,115,-41.0,45885.0,158,4.0,tekme®,1,3606.0,,Standard Size,1.73,5.0,6.34,0.07,,,07/01/2023,16,7,7,0.73,399.0,157.53424657534248,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BR1RCZQ5,B0BR1RCZQ5,"Little Rituals Baby Multi-Vitamin Body & Hair Wash - Tear Free + pH 5.5. Formulated with the best plant botanical - HONEYSUCKLE, BASIL, MANDARIN. Natural, Organic, Dermat tested, SWISS Technology (200ml)",Little Rituals,FBA,Baby,480,Body Washes,500.0,1.0,199,8.0,99500.0,108,4.4,Little Rituals,1,1788.0,,Standard Size,2.05,2.17,7.36,0.57,,,07/01/2024,19,6,0,1.84,500.0,108.15217391304347,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B1Q7M29X,B0B1Q7M29X,"Lifekrafts Safemyles Foldable Baby Mosquito Net, Bottomless Net for Baby, for Safe & Easy Use | Ensures Your Baby'S Safe Sleep - Upto 2Years - Grey",Lifekrafts,FBA,Baby,626,Mosquito Protection,799.0,2.0,222,95.0,177378.0,315,4.4,LifeKrafts,1,1506.0,4.0,Heavy and bulky,2.6,32.52,61.73,0.35,,,07/01/2024,25,6,6,0.72,799.0,308.33333333333337,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BN2QW347,B0BN2QW347,"SNOWIE SOFT® Ear Muffs for Kids Baby Hearing Protection Earmuffs for Baby Sleep Flight Travel, Baby Ear Protection Noise Canceling Headphones for Baby Toddler Kids",SNOWIE SOFT,FBA,Baby,834,Hearing Protection Earmuffs,749.0,1.0,144,10.0,109296.0,225,3.8,Climber Up,1,1993.0,,Standard Size,2.87,6.73,8.23,0.33,,,11/01/2023,20,7,4,0.66,759.0,218.18181818181816,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BBSMXKL8,B0BBSMXKL8,"MOMITTLE Baby Two Wheeler Safety Belt For Kids | Baby Holder For Bike | 2 Wheeler Safety Belt For Kids | Secure Your Children While Riding | Double Buckles For Extra Safety, Blue, Pack Of 1",MOMITTLE,FBA,Baby,704,Safety Harnesses,659.0,-1.0,151,128.0,99509.0,112,4.3,Swasti Enterprises 22,1,899.0,,Standard Size,2.36,7.95,10.59,0.49,,,07/01/2024,22,8,19,1.35,659.0,111.85185185185185,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BH38NJHF,B0BH38NJHF,"Amazon Brand - Goodmunchkins Stainless Steel Baby Feeding Bottle 304 Grade Steel for Infants/Toddlers Jointless, with Bottle Cleaning Brush (Pink) 300 Milliliters",Goodmunchkins,FBM,Baby,788,Bottles,480.0,,136,47.0,62560.0,217,4.0,GOODMUNCHKINS PVT LTD,1,1160.0,,Standard Size,3.15,3.15,7.09,0.39,,,06/01/2023,21,8,8,0.64,460.0,212.5,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09RPFR3NS,B09RPFR3NS,"Safemyles Foldable Baby Mosquito Net, Bottomless Net for Baby, for Safe&Easy Use|Ensures Your Baby's Safe Sleep-Upto 2Years-Blue",Lifekrafts,FBA,Baby,695,Mosquito Protection,799.0,1.0,218,72.0,180722.0,315,4.4,LifeKrafts,3,1513.0,3.0,Standard Size,1.38,25.79,26.93,3.92,,,07/01/2024,29,6,6,0.69,829.0,315.94202898550725,True,False,>500,Low,Small,False,Flexible,True,False,Less
