URL,ASIN,Title,Brand,Fulfillment,Category,BSR,Subcategory,Price,Price Trend (90 days) (%),Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Last Year Sales,Sales Year Over Year (%),Size Tier,Length,Width,Height,Weight,Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images,Variation Count,Sales to Reviews,profit_margin,Reviews,Solving need,Recurring,price_range,Competition,packaging_size,Seasonal,customer_pricing,Cross Selling,Fragile,Inventory time
https://amazon.in/dp/B0D3QKPD1L,B0D3QKPD1L,"One94Store Big Face Rabbit Silicone Night Light - Color Changing LED Cute Lamp with Touch Sensor Control | USB Rechargeable, Perfect Decoration for Kids Bedroom Decor, Gifts for Baby, Children",One94Store,FBA,Baby,1075,Baby Room Décor,711.0,-2.0,100,,74900.0,167,4.2,X4Cart,1,,,Standard Size,4.09,4.8,6.54,0.49,,,07/01/2024,2,8,8,0.66,749.0,151.5151515151515,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CV5RMRZ3,B0CV5RMRZ3,"R for Rabbit Waterproof Quick Dry Sheet for Baby | Anti-Piling Fleece Extra Absorbent Instant Dry Sheet for Baby Bed | Baby Cot Protector sheet | Baby Bed Protector (Size-L,Green)",R for Rabbit,FBA,Baby,298,Crib Mattress Protection,561.0,-2.0,316,71.0,179172.0,101,4.1,RK World Infocom Pvt Ltd,1,,,Standard Size,2.36,9.84,15.94,0.84,,,07/01/2024,3,5,18,3.29,567.0,96.04863221884499,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CYL9L7Z7,B0CYL9L7Z7,GLOWSERIES Pear Kids Silicone Cute Lamp for Bedroom Nursery Pear Lamp for Baby Fruit Nightlight for Boys and Girls Kawaii Bedside Lamp for Kids Room,GLOWSERIES,FBA,Baby,455,Baby Room Décor,948.0,-5.0,202,47.0,191496.0,145,4.5,CYMNIX,1,,,Standard Size,3.82,4.37,5.16,0.51,,,07/01/2024,4,9,19,1.39,948.0,145.32374100719426,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CWZ4N37J,B0CWZ4N37J,"Kidbea Stainless Steel Infant Baby Feeding Bottle, BPA Free, Anti-Colic, Plastic-Free, Medium-Flow X 3 Nipple (250 ML) (Argyle)",Kidbea,FBM,Baby,310,Bottles,349.0,-3.0,296,20.0,103304.0,253,3.8,Kidbea,3,,,Standard Size,2.52,2.64,7.87,0.31,,,07/01/2024,3,6,5,1.3,349.0,227.69230769230768,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BM4NBNHR,B0BM4NBNHR,"TuddyBuddy 100% Cotton Adjustable Baby Swaddle Wrap for Newborn to 6 Months Baby (3-6 Months, Pack of 3 - Plain Grey, Brown & Cream)",TuddyBuddy,FBA,Baby,1498,Swaddlers,999.0,,106,,105894.0,371,3.9,Oxyliv Products Pvt Ltd,1,,,Standard Size,7.87,0.79,7.87,0.53,,,07/01/2024,-,5,139,0.29,999.0,365.51724137931035,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CL72TFZS,B0CL72TFZS,"SNUGKINS Unisex-Child Unisex-Child Snug Potty Training Pants For Kids 100% Cotton (Size 2-3 Years) Pack 2, Multicolor",SNUGKINS,FBM,Baby,883,Diaper Pants,498.0,,142,54.0,70716.0,194,3.3,Snugkins,1,,,Standard Size,2.01,4.53,6.89,0.26,,,07/01/2024,1,4,102,0.75,498.0,189.33333333333334,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0D4MMLX34,B0D4MMLX34,"Antson Double Sided Water Proof Baby Play Mat, Play mats for Kids Large Size, Baby Carpet, Play mat Crawling Baby (Standard Size - 6 Feet X 4 Feet)",Antson,FBA,Baby,198,Playmats & Floor Gyms,494.0,10.0,266,,131404.0,466,4.6,RK World Infocom Pvt Ltd,1,,,Standard Size,5.0,19.13,20.51,0.71,,,07/01/2024,1,9,0,0.57,494.0,466.6666666666667,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B34TR1DS,B0B34TR1DS,"Teddyify Soft Cotton Baby Bath Towel for Infants, New Born Babies and Toddlers (0-12 Months) (Colours and Print as per Availability) (Pack of 2 Towel)",TEDDYIFY,FBA,Baby,703,Bath Towels & Wash Cloths,399.0,,141,3.0,56259.0,498,3.9,Teddyify,1,1817.0,-3.0,Standard Size,2.56,7.17,7.2,0.71,,,08/01/2022,25,8,6,0.29,399.0,486.2068965517242,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09KQ1T99K,B09KQ1T99K,"Luxurin Swing For Kids Baby Jhula Foldable, Portable Swing For 0-3 Years Babies With Safety Belt Soft Cover With Reliance Filler For Soft Skin Hanging Indoor Outdoor Swing (Red)-Cotton, 35 Cm, 4 Cm",LUXURIN,FBM,Baby,1380,Swings,529.0,12.0,111,24.0,58719.0,137,4.1,LUXURIN Enterprises,1,728.0,103.0,,6.61,1.65,13.86,,,,07/01/2024,33,6,2,0.83,529.0,133.73493975903614,True,True,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09G6JXQPB,B09G6JXQPB,MOM CARE Newborn Gift Set Has All Born Baby Items for Both Newly Born Baby Boy or Girl for or Girls Unisex 9 pcs Set (Pink),MOM CARE,FBA,Baby,501,Gift Packs,781.0,-1.0,177,30.0,150981.0,180,4.1,MOM CARE,1,1860.0,76.0,Standard Size,17.32,11.81,1.38,0.86,,,01/01/2024,33,5,15,1.01,853.0,175.24752475247524,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09F9M2T7Q,B09F9M2T7Q,"ANNA CREATIONS premium Designer Soft Flower Bow hairband Headband Hair Accessories for Baby Girls, Multicolor (Pack of 6 Pcs)",ANNACREATIONS,FBA,Baby,1305,Headbands,399.0,19.0,119,-19.0,45101.0,222,4.0,Anna enterprises,1,1469.0,-47.0,Standard Size,2.44,4.81,10.72,0.26,,,09/01/2022,34,7,3,0.54,379.0,220.37037037037035,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09G6HTLT1,B09G6HTLT1,MOM CARE Newborn Gift Set Has All Born Baby Items for Both Newly Born Baby Boy or Girl for or Girls Unisex 11 pcs Set Pink,MOM CARE,FBA,Baby,511,Gift Packs,912.0,2.0,179,33.0,178105.0,180,4.1,MOM CARE,1,1862.0,75.0,Standard Size,17.32,11.81,1.38,1.32,,,12/01/2023,33,7,15,1.02,995.0,175.49019607843138,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08Z2V61QQ,B08Z2V61QQ,"Pigeon Glass Baby Feeding Bottle, With Added Nipple S, For 0+ Month Babies,BPS Free,BPA Free,With Add Nipple S, Red,120 ml",Pigeon,FBA,Baby,2317,Bottles,557.0,,100,9.0,55700.0,206,4.5,e-STORES,5,1283.0,0.0,Standard Size,2.28,2.44,6.22,0.4,,,04/01/2023,38,6,3,0.49,557.0,204.08163265306123,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B07T71S324,B07T71S324,SuperBottoms BASIC - Assorted Pack of 4 (2 Shell + 2 Insert) Cloth Diaper For Baby | Reusable Cotton Cloth Diaper | 0-3 Years | Freesize | Adjustable | Reduces Rash | With Quick Dry Pad/Insert,superbottoms,FBA,Baby,87,Cloth Diapers,579.0,12.0,257,143.0,148803.0,364,3.7,Navashya Consumer Products Private Limited,1,1100.0,176.0,Standard Size,3.23,7.05,7.05,0.86,,,07/01/2024,61,7,51,0.71,579.0,361.9718309859155,True,True,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08YKGTDRH,B08YKGTDRH,Nabhya Ferrari Baby Potty Training Seat- Chair for Kids- Infant Potty Toilet Chair with Removable Tray & Closing Lid (Green),Nabhya,FBA,Baby,679,Potty Seats & Chairs,465.0,9.0,143,54.0,71357.0,310,3.8,Nabhya®,1,863.0,-25.0,Standard Size,9.45,7.6,1.57,0.88,,,07/01/2024,39,7,3,0.46,499.0,310.8695652173913,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B083SPN65G,B083SPN65G,"MY NEWBORN Baby Silicone Bibs | Feeding Infants and Toddlers| 0-2 Years | Waterproof, Spill Resistant Bibs for Kids| Useful Baby Shower Gift | Pocket-Friendly | Reusable Unisex Apron",MY NEWBORN,FBA,Baby,434,Feeding Bibs,509.0,,111,318.0,63159.0,194,4.3,Thynkcue Brands,1,1350.0,35.0,Standard Size,1.61,7.72,10.0,0.26,,,12/01/2023,51,7,9,0.58,569.0,191.3793103448276,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B07LFJ87ZY,B07LFJ87ZY,BabySafeHouse Pre-Taped Furniture Edge Guard and Corner Protector - 6.5ft Edge + 4 Corner Guards (Black Color) for Baby Proofing & Child Safety,BabySafeHouse,FBA,Baby,255,Edge & Corner Guards,330.0,,339,0.0,111870.0,266,4.0,RK World Infocom Pvt Ltd,2,3573.0,46.0,Standard Size,1.54,8.27,8.5,0.18,,,07/01/2024,66,6,8,1.27,330.0,266.92913385826773,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08M6FVHGX,B08M6FVHGX,"Maate Baby Body Wash (Pack of 250 ml*2) | With Ayurvedic Herbs Beetroot, Manjistha & Neem extracts | Body Wash for Dry & Sensitive Skin | Natural & Vegan | Tear-free & pH Balanced | Soap Free | Body Wash",MAATE,FBA,Baby,1651,Body Washes,979.0,-9.0,111,5.0,124209.0,243,4.2,maate,2,1213.0,5965.0,Standard Size,3.98,8.5,10.47,2.69,,,01/01/2024,45,8,6,0.46,1119.0,241.30434782608694,True,True,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B07X1T281V,B07X1T281V,Homescape Newborn Baby's All Season Ultra Soft Double Layer Blanket (90x110cm) Pink,Homescape,FBA,Baby,1609,Blankets,375.0,,102,62.0,38250.0,363,4.4,HomeScape,2,1387.0,-14.0,Standard Size,7.09,6.69,2.36,0.82,,,10/01/2022,57,5,7,0.28,375.0,364.2857142857143,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B07LFJQ7JC,B07LFJQ7JC,BabySafeHouse Pre-Taped Furniture Edge Guard and Corner Protector - 6.5ft Edge + 4 Corner Guards (White Color) for Baby Proofing & Child Safety,BabySafeHouse,FBA,Baby,257,Edge & Corner Guards,330.0,-1.0,336,-2.0,110880.0,151,4.0,RK World Infocom Pvt Ltd,2,3577.0,46.0,Standard Size,1.65,8.31,8.7,0.22,,,07/01/2024,66,6,8,2.23,330.0,150.6726457399103,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09X6TVN7Q,B09X6TVN7Q,Cetaphil Baby Moisturising Bath & Wash 230 ml,Cetaphil,FBA,Baby,397,Body Washes,632.0,,163,3.0,103016.0,199,4.5,FFCP - Yellow Bee,2,1674.0,21.0,Standard Size,1.46,2.56,6.65,0.6,,,04/01/2024,27,8,0,0.82,632.0,198.78048780487805,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08C4SHYPV,B08C4SHYPV,"Koochie-Koo Cotton Washable Reusable Colorful Printed Nappy, Diaper, Langot With Extra Absorbent & Wide Cushion/Padding, Nappies For 0-4 Months Baby Boys & Girls (Set Of 6, Multicolor)",Koochie-Koo,FBA,Baby,838,Cloth Diapers,479.0,4.0,132,-13.0,65868.0,304,4.0,wishkey,1,1371.0,21.0,Standard Size,2.56,7.56,9.09,0.35,,,06/01/2024,49,6,4,0.44,499.0,300.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B071DH4G84,B071DH4G84,"Baby Bucket Baby Boys & Girls Breathable Soft Cotton Diaper Panty Reusable Cartoon Embroidery Panties Set Of 3 (Light Print, 0-6 Months), Pink",Baby Bucket,FBA,Baby,1291,Diaper Pants,575.0,,120,217.0,69000.0,499,3.4,Baby Bucket,1,786.0,-4.0,Standard Size,1.97,9.21,12.68,0.3,,,07/01/2024,83,7,6,0.24,575.0,500.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CL78F5YQ,B0CL78F5YQ,SNUGKINS Snug Potty Training Pants for Kids 100% Cotton (Size 5-6 Years) Pack of 1 - Sailing Hearts,SNUGKINS,FBA,Baby,758,Diaper Pants,300.0,,128,49.0,38400.0,194,3.3,Snugkins,2,,,Standard Size,3.46,4.09,8.11,0.49,,,07/01/2024,-,4,102,0.68,300.0,188.23529411764704,True,False,<500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CCRQMKQL,B0CCRQMKQL,"SNUGKINS Snug Potty Training Pull-up Pants for Babies/Toddlers/Kids | 100% Pure Cotton | Washable & Reusable | (Size 4, Fits 4-5 Years) | Pack of 2 - Water Melon & Whale",SNUGKINS,FBA,Baby,738,Diaper Pants,498.0,,128,49.0,63744.0,193,3.2,Snugkins,1,,,Standard Size,2.76,3.43,7.05,0.44,,,07/01/2024,5,6,102,0.68,498.0,188.23529411764704,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CXPNQDC8,B0CXPNQDC8,"BabyPro (Pack of 12) Baby Infant Child Proofing Safety Locks Latches for Door, Cupboard, Cabinet, Fridge, Drawer Locks, Toilet Seats, Child Safety Cabinet Locks, Child Proof Cabinet Latches (White)",BabyPro,FBA,Baby,447,Cabinet Straps,300.0,,177,-39.0,53100.0,345,3.8,RK World Infocom Pvt Ltd,1,,,Standard Size,2.17,4.13,6.77,0.35,,,06/01/2024,3,8,3,0.51,300.0,347.05882352941177,True,False,<500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B4FN27PZ,B0B4FN27PZ,"SNOWIE Soft® Baby Suction Plates for Baby Feeding with 4 Strong Suction Cups, Silicone Toddler Plates with Deep Divided for Kids to Feed Themselves, Dish Washer & Micro-Wave Oven Safe (Green)",SNOWIE SOFT,FBA,Baby,1023,Sets,469.0,,134,-41.0,62846.0,120,4.0,Xspace Offer,2,2212.0,77.0,Standard Size,1.77,7.76,8.62,0.33,,,03/01/2024,24,7,5,1.15,469.0,116.5217391304348,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B9BXN5VT,B0B9BXN5VT,"superbottoms Rai Mustard Seed Head Shaping Pillow for Newborn Baby, Refillable Pillow | Pack of 2 | 100% Cotton Cover, Customize Mustard Seed Filling | Prevents Flat Head | 0-12Months,for Gifting",superbottoms,FBA,Baby,853,Back & Body Supports,889.0,3.0,157,46.0,134863.0,126,4.1,Navashya Consumer Products Private Limited,1,1945.0,,Standard Size,6.06,7.05,7.05,2.73,,,09/01/2023,23,7,11,1.25,859.0,125.6,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B5N792P9,B0B5N792P9,"BONIRY Baby Nail Trimmer,Baby Nail Clippers Safe for Newborn Toddler Adult Toes Fingernails Care Trim Kit 6 Grinding Heads,Baby Grooming kit for Baby Care kit for New Born,(Light Blue),Pack of 1",Boniry,FBA,Baby,1151,Nail Care,310.0,2.0,108,-13.0,33480.0,467,3.6,Boniry Store,1,1760.0,,Standard Size,1.26,2.76,3.94,0.13,,,11/01/2022,25,9,11,0.23,310.0,469.5652173913043,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B467J3ZT,B0B467J3ZT,"Cherilo Baby Dry Sheet for New Born Waterproof Bedsheet, 3 Small Size Pack (Navy Blue + Salmon Rose + Sea Green)",Cherilo,FBA,Baby,1106,Crib Sheets,324.0,,147,25.0,51303.0,205,4.5,RK World Infocom Pvt Ltd,1,992.0,49.0,Standard Size,2.72,7.95,14.53,0.71,,,07/01/2024,24,8,15,0.72,349.0,204.16666666666669,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09X76ZQ1W,B09X76ZQ1W,"BRANDONN New Born Baby Blankets All Season Fluffy 2 Layered Ac Wrapping Sheet Flannel And Sherpa Blanket For Baby Boys And Baby Girls, Toddlers 130 Cm X 105 Cm, (3-24 Months), Lightweight",BRANDONN,FBA,Baby,443,Blankets,580.0,-4.0,220,67.0,134420.0,111,4.3,Brandonn,1,2578.0,-3.0,Standard Size,5.59,8.94,10.87,1.32,,,11/01/2023,28,4,12,1.98,611.0,111.11111111111111,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B4B2FMCG,B0B4B2FMCG,"Boniry Baby Nail Trimmer,Baby Nail Clippers Safe For Newborn Toddler Adult Toes Fingernails Care Trim Kit 6 Grinding Heads,Baby Grooming Kit For Baby Care Kit For New Born,(N-T Blue 2), 1 Count",Boniry,FBA,Baby,1151,Nail Care,310.0,2.0,108,-12.0,33480.0,467,3.6,Boniry Store,1,1759.0,,Standard Size,1.26,4.06,6.14,0.18,,,11/01/2022,25,9,11,0.23,310.0,469.5652173913043,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09WDMDND4,B09WDMDND4,"Haber Traditional Baby Muslin Bath Towel Organic Indian Cotton 4 Layer, Eco-Conscious & Safe Printed Muslin Cloth Towels (70x70cm, Forest & Giraffe)",HABER,FBA,Baby,694,Bath Towels & Wash Cloths,499.0,,145,9.0,72355.0,326,4.4,Haber Living,1,1856.0,-16.0,Standard Size,2.09,5.08,7.52,0.4,,,09/01/2022,27,9,10,0.44,499.0,329.54545454545456,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B09YYYQHFQ,B09YYYQHFQ,Spoo No-Tear Formula baby shampoo 200ml from Tedibar Family | Gentle on Scalp | No. 1 Pediatrician Prescribed Shampoo* - By Torrent Pharma,SPOO,FBA,Baby,279,Baby Shampoos,455.0,8.0,293,3.0,134194.0,278,4.5,RK World Infocom Pvt Ltd,2,3123.0,,Standard Size,1.5,2.56,6.06,0.53,,,03/01/2024,27,9,0,1.05,458.0,279.04761904761904,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B3VMQLKB,B0B3VMQLKB,"Cherilo Baby Dry Sheet, Rubber Sheet for Baby, Bed Wetting Crib Sheet Mat, Pack of 3 Small Size Pack (Sea Green + Pista Green + Salmon Rose)",Cherilo,FBA,Baby,920,Crib Sheets,324.0,-1.0,147,28.0,51303.0,205,4.5,RK World Infocom Pvt Ltd,2,994.0,49.0,Standard Size,2.8,7.87,16.18,0.71,,,07/01/2024,24,8,15,0.72,349.0,204.16666666666669,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BLBVSMGD,B0BLBVSMGD,"Aqbah Rubber Sheet for Bed Adult, Toddler, Mattress Protector, Non Absorbent Reusable Crib 2 meter(78X39 inches)(200X100 cm)",AQBAH,FBA,Baby,192,Crib Mattress Protection,470.0,-1.0,204,-12.0,100980.0,287,4.3,AQBAH STORE,1,2170.0,,Standard Size,1.46,9.17,9.57,2.91,,,06/01/2024,14,7,5,0.76,495.0,268.42105263157896,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BH47SZ6M,B0BH47SZ6M,"Goodmunchkins Stainless Steel Baby Feeding Bottle 304 Grade Steel for Infants/Toddlers Jointless, with Bottle Cleaning Brush (Blue) 300 Milliliters",Goodmunchkins,FBM,Baby,788,Bottles,480.0,,137,49.0,63020.0,217,4.0,GOODMUNCHKINS PVT LTD,1,1161.0,,Standard Size,3.15,3.15,7.09,0.39,,,06/01/2023,22,9,8,0.63,460.0,217.46031746031747,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0B3JCKGV3,B0B3JCKGV3,Teddyify 100% Soft Cotton Baby Bath Towel for Infants/New Born/Babies (0-12 Months) (Colours & Prints Vary) (2),TEDDYIFY,FBA,Baby,805,Bath Towels & Wash Cloths,399.0,2.0,143,4.0,57057.0,497,3.9,Teddyify,1,930.0,,Standard Size,3.46,7.17,7.64,0.66,,,06/01/2024,23,7,6,0.29,399.0,493.1034482758621,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BHT4NHCZ,B0BHT4NHCZ,"HIPPO Cute Diaper Baby Products Caddy Bag With Leather Reinforced Edges For Smart Mothers Baby Diaper Caddy Organizers Baby Wipes Felt Storage, Nursery, Foldable And Portable (Large, Grey, Design2)",HIPPO,FBA,Baby,791,Diaper Stackers,641.0,-4.0,176,0.0,112816.0,107,4.2,HIPPO - RAD Global (P) Ltd - Jaipur,1,2210.0,,Standard Size,3.58,8.94,14.84,0.93,,,11/01/2022,21,8,3,1.64,641.0,107.31707317073172,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BH8SLNRR,B0BH8SLNRR,"Figaro Baby Lotion with Goodness of Natural Olive oil enriched with vitamin E, Dermatologically tested, 400 ml",Figaro Baby,FBA,Baby,813,Lotions,390.0,18.0,153,-9.0,59670.0,103,4.2,RK World Infocom Pvt Ltd,1,1883.0,,Standard Size,2.05,3.46,7.01,1.01,,,12/01/2022,22,7,3,1.49,390.0,102.68456375838926,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BBSPNLJN,B0BBSPNLJN,Momittle - Baby Two Wheeler Safety Belt for Kids | Baby Safety Products | Baby Holder for Bike | 2 Wheeler Safety Belt for Kids | Secure Your Children While Riding | Double Buckles for Extra Safety,MOMITTLE,FBA,Baby,746,Safety Harnesses,669.0,,151,125.0,101019.0,112,4.3,Swasti Enterprises 22,1,899.0,,Standard Size,2.13,7.99,10.55,0.46,,,07/01/2024,22,9,19,1.35,669.0,111.85185185185185,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BT1DW498,B0BT1DW498,Storio Baby Walker My First Step Baby Activity Push Walker Baby 6-18months Boy Girls Babies Kids (Red),Storio,FBA,Baby,432,Walkers,949.0,1.0,130,187.0,123370.0,212,3.4,Electronics Bazaar  Store,1,865.0,,Standard Size,6.54,14.48,18.62,3.4,,,07/01/2024,17,5,6,0.61,949.0,213.11475409836066,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BXBBXTKC,B0BXBBXTKC,"tekme Remote Teether For Baby, For 3+ Months Baby, Helps Biting Skills Development, Colour & Shape Recognition, Teething Toys For Babies And Toddlers (Pink)",tekme,FBA,Baby,263,Teethers,427.0,2.0,295,32.0,125965.0,497,4.0,tekme®,1,4022.0,,Standard Size,0.51,4.96,6.54,0.13,,,07/01/2023,15,6,5,0.59,427.0,500.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BRQ84SQL,B0BRQ84SQL,TEDDYY Baby Wet Wipes With Lid 72s Pack of 5,TEDDYY,FBA,Baby,742,Wet Wipes,358.0,-1.0,146,-3.0,55188.0,197,4.3,RK World Infocom Pvt Ltd,1,1006.0,,Standard Size,4.69,8.11,9.57,4.14,,,06/01/2024,-,5,10,0.76,378.0,192.10526315789474,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BSDD1P7P,B0BSDD1P7P,"Little Rituals Baby and Kids Post-Biotic Face Cream Moisturiser - Hydration + Radiance, Formulated with Golden Millets, Jojoba, Calendula, Natural, Organic, Dermat Tested, Swiss Technology (50 gm)",Little Rituals,FBA,Baby,334,Lotions,635.0,-2.0,226,61.0,143510.0,196,4.3,Little Rituals,1,2012.0,,Standard Size,2.2,2.2,4.09,0.22,,,07/01/2024,18,9,4,1.15,635.0,196.5217391304348,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C9X3WG2V,B0C9X3WG2V,Eddie & Holly Stainless Steel Feeding Bottles for Baby | 220 ml | Wide Neck | Steel Milk Bottle for Kids and New Born Baby Feeding Bottle | 0+ Months | 220 ml,Eddie & Holly,FBA,Baby,1271,Bottles,579.0,5.0,132,1.0,72468.0,205,3.6,Eddie & Holly,1,1644.0,,Standard Size,2.72,2.83,6.89,0.46,,,08/01/2023,13,8,10,0.65,549.0,203.07692307692307,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BTP37SFB,B0BTP37SFB,"LuvLap Baby Feeding Bowl with Lid, Spoon & Fork Set, for Feeding & Weaning, Baby Tableware Set, Soft First Stage Feeding Baby Bowl with divider plate & Spoon Set for Baby & Kids (Blue)",LuvLap,FBA,Baby,680,Sets,372.0,,144,-33.0,53568.0,246,3.9,RK World Infocom Pvt Ltd,1,1909.0,,Standard Size,2.68,8.03,9.13,0.4,,,05/01/2024,14,6,2,0.59,372.0,244.0677966101695,True,False,>500,Low,Small,False,Flexible,True,False,Less
